Date,MEXICO VALUE WEIGHTED
1999-10-12,1706.9911416319453
1999-10-13,1648.2041872306183
1999-10-14,1622.2472626225613
1999-10-15,1544.8929179291376
1999-10-18,1559.9936931533045
1999-10-19,1607.9946024715978
1999-10-20,1621.8041294006102
1999-10-21,1626.568981604611
1999-10-22,1647.8080932338805
1999-10-25,1638.004329756593
1999-10-26,1632.5015900692765
1999-10-27,1633.5885154576686
1999-10-28,1689.137928716371
1999-10-29,1740.3327908762446
1999-11-01,1749.324874175653
1999-11-02,1753.7025184048605
1999-11-03,1852.3933040397117
1999-11-04,1867.5629371216412
1999-11-05,1889.349989902755
1999-11-08,1908.814592094931
1999-11-09,1888.6807341277208
1999-11-10,1916.564475654464
1999-11-11,1947.9271578780242
1999-11-12,1945.3071439064604
1999-11-15,1974.7440655519933
1999-11-16,1979.5977740877645
1999-11-17,1990.3383178539736
1999-11-18,2023.0353549226097
1999-11-19,2050.5849785700198
1999-11-22,1984.7121147091136
1999-11-23,1988.125648088465
1999-11-24,2027.061578158482
1999-11-25,2070.3112997802314
1999-11-26,2063.464756198418
1999-11-29,2041.7139884407418
1999-11-30,1994.7075732688631
1999-12-01,1992.7301521130742
1999-12-02,2027.8525764119795
1999-12-03,2084.890949366002
1999-12-06,2071.352298197079
1999-12-07,2064.2497910422103
1999-12-08,2139.306580638445
1999-12-09,2150.0140692806785
1999-12-10,2164.719006066086
1999-12-13,2136.0369559420014
1999-12-14,2114.9693574042617
1999-12-15,2170.986296955533
1999-12-16,2194.8479138263883
1999-12-17,2220.1944525850954
1999-12-20,2216.050939206645
1999-12-21,2230.1042357137144
1999-12-22,2195.550388609093
1999-12-23,2209.9846426234894
1999-12-24,2207.08381519416
1999-12-27,2195.319694313263
1999-12-28,2222.229837517888
1999-12-29,2247.6972814955443
1999-12-30,2255.6156423093807
1999-12-31,2255.6156423093807
2000-01-03,2250.851827763724
2000-01-04,2076.4152977259528
2000-01-05,2114.434319169974
2000-01-06,2086.5270070119363
2000-01-07,2205.8168761208467
2000-01-10,2304.414149925629
2000-01-11,2225.2660885496043
2000-01-12,2215.145690605054
2000-01-13,2252.739900330571
2000-01-14,2309.260476932714
2000-01-17,2333.4198193946363
2000-01-18,2287.78099250683
2000-01-19,2250.096014410659
2000-01-20,2200.757653473218
2000-01-21,2147.909697730243
2000-01-24,2118.1200539670426
2000-01-25,2130.7285372485994
2000-01-26,2142.6462329308506
2000-01-27,2120.375612902167
2000-01-28,2042.2344713164114
2000-01-31,2022.1889606070283
2000-02-01,2063.1870387274903
2000-02-02,2084.099169660697
2000-02-03,2184.266050537516
2000-02-04,2247.088592427198
2000-02-07,2342.6094172835724
2000-02-08,2340.8909651286203
2000-02-09,2308.9071895224706
2000-02-10,2366.850277716418
2000-02-11,2343.703541927163
2000-02-14,2336.4788828304368
2000-02-15,2341.4595402920454
2000-02-16,2330.2523722957135
2000-02-17,2320.955267557871
2000-02-18,2249.8081979216845
2000-02-21,2233.3206844584865
2000-02-22,2190.343954551333
2000-02-23,2264.4775904995636
2000-02-24,2255.1266029097465
2000-02-25,2212.107973910013
2000-02-28,2204.6854173238344
2000-02-29,2225.6960656574984
2000-03-01,2304.3411406713053
2000-03-02,2427.472679441553
2000-03-03,2468.139207173242
2000-03-06,2425.819645699793
2000-03-07,2449.400913177989
2000-03-08,2534.4037728532517
2000-03-09,2563.16154981374
2000-03-10,2506.5587222066874
2000-03-13,2451.5866853741554
2000-03-14,2393.570866247956
2000-03-15,2436.518551894224
2000-03-16,2438.806144480569
2000-03-17,2441.207635556099
2000-03-20,2447.307448353801
2000-03-21,2455.7391708287496
2000-03-22,2400.324720579596
2000-03-23,2452.7900691469936
2000-03-24,2481.8958153957233
2000-03-27,2509.810123248188
2000-03-28,2444.1492929315864
2000-03-29,2419.962335704966
2000-03-30,2338.830565755063
2000-03-31,2318.2381307232663
2000-04-03,2296.8598947678915
2000-04-04,2220.0852567285665
2000-04-05,2233.6784565979906
2000-04-06,2289.7768290556287
2000-04-07,2330.444476595902
2000-04-10,2268.1418247415622
2000-04-11,2202.377100099312
2000-04-12,2129.440507139357
2000-04-13,2081.2643232295254
2000-04-14,1943.711256923621
2000-04-17,1923.6772038389315
2000-04-18,2037.3270303656443
2000-04-19,1960.3243162060037
2000-04-20,1966.1685539459704
2000-04-21,1966.1685539459704
2000-04-24,1974.6980168908437
2000-04-25,2074.6152158781974
2000-04-26,2068.690450771512
2000-04-27,2080.6711929368325
2000-04-28,2035.430454254776
2000-05-01,2051.48498431731
2000-05-02,2034.3666843500196
2000-05-03,1986.371354312698
2000-05-04,2026.6375903092976
2000-05-05,2016.3576997529362
