Date,AC ASIA ex JP IMI WITH PARTIAL A SHARES
2020-10-16,3932.1392006122405
2020-10-19,3943.220910677007
2020-10-20,3962.272345674427
2020-10-21,3974.1758387818045
2020-10-22,3965.6808668326253
2020-10-23,3968.3818643456443
2020-10-26,3954.0184779092883
2020-10-27,3967.2222611056377
2020-10-28,3946.8471282980427
2020-10-29,3946.571792002079
2020-10-30,3879.4727957792293
2020-11-02,3915.997999122182
2020-11-03,3935.1313008951174
2020-11-04,3977.9556158499686
2020-11-05,4077.857304986051
2020-11-06,4107.401854226866
2020-11-09,4141.575295746415
2020-11-10,4107.071691930791
2020-11-11,4109.203042384516
2020-11-12,4121.342237164143
2020-11-13,4147.867497383747
2020-11-16,4192.872235627822
2020-11-17,4190.442844292555
2020-11-18,4210.905327097912
2020-11-19,4189.979899006426
2020-11-20,4228.000772282433
2020-11-23,4268.148313440708
2020-11-24,4281.56101433039
2020-11-25,4248.263719857504
2020-11-26,4287.378723070501
2020-11-27,4297.536744451225
2020-11-30,4209.4679518337225
2020-12-01,4258.911190412163
2020-12-02,4271.110907346768
2020-12-03,4302.863698199921
2020-12-04,4344.167355721974
2020-12-07,4344.739086473693
2020-12-08,4344.858034669019
2020-12-09,4360.653256231673
2020-12-10,4346.679250254184
2020-12-11,4358.871184289239
2020-12-14,4338.969993329327
2020-12-15,4327.396910920464
2020-12-16,4378.709536690043
2020-12-17,4398.475718147116
2020-12-18,4385.776027339731
2020-12-21,4363.521619181484
2020-12-22,4318.564165277387
2020-12-23,4353.125278773932
2020-12-24,4341.676950038868
2020-12-25,4346.788684555817
2020-12-28,4344.07014705641
2020-12-29,4396.47258731532
2020-12-30,4482.504753039357
2020-12-31,4490.062138020231
