Date,AC AP IMI WITH PARTIAL A SHARES
2020-10-09,2948.1409520052835
2020-10-12,2971.5872155108755
2020-10-13,2974.120077102268
2020-10-14,2971.8085802858977
2020-10-15,2937.8763336449974
2020-10-16,2931.0397790191846
2020-10-19,2950.46577652622
2020-10-20,2946.151546485615
2020-10-21,2973.0274667458716
2020-10-22,2953.040120909499
2020-10-23,2956.7849573836447
2020-10-26,2946.520001798192
2020-10-27,2950.6722908058623
2020-10-28,2937.689249522209
2020-10-29,2926.2180264446492
2020-10-30,2879.558452550482
2020-11-02,2911.0243955649667
2020-11-03,2931.737683649392
2020-11-04,2962.455024842153
2020-11-05,3035.0103484890956
2020-11-06,3058.383670918985
2020-11-09,3072.414887469812
2020-11-10,3072.359074164211
2020-11-11,3092.2142326982294
2020-11-12,3099.4908001967274
2020-11-13,3100.0764758222294
2020-11-16,3144.0205420478255
2020-11-17,3149.111266014115
2020-11-18,3156.506896923444
2020-11-19,3147.3300637557163
2020-11-20,3165.074840718422
2020-11-23,3174.045959804888
2020-11-24,3207.2894303315893
2020-11-25,3202.6209439733125
2020-11-26,3225.025772822895
2020-11-27,3237.6096399712224
2020-11-30,3174.659176008156
2020-12-01,3204.436628336967
2020-12-02,3212.7577974966675
2020-12-03,3239.264702406228
2020-12-04,3252.2296314736113
2020-12-07,3246.918209928184
2020-12-08,3244.7633751483195
2020-12-09,3267.4060005469196
2020-12-10,3257.52056491974
2020-12-11,3270.0659549496336
2020-12-14,3266.29274195208
2020-12-15,3258.8358606728148
2020-12-16,3288.9927257925688
2020-12-17,3313.329903204744
2020-12-18,3299.8751714024384
2020-12-21,3284.0838876365874
2020-12-22,3241.2481350959415
2020-12-23,3264.79222231316
2020-12-24,3267.3860691902673
2020-12-25,3271.6352836330975
2020-12-28,3273.74479172793
2020-12-29,3323.7931415555213
2020-12-30,3356.9903679947415
2020-12-31,3356.4050905099343
