Date,AC AP ex JP IMI WITH PARTIAL A SHARES
2020-10-15,3732.8706197706874
2020-10-16,3739.6478439111943
2020-10-19,3754.014714700385
2020-10-20,3762.169446817588
2020-10-21,3778.442358296303
2020-10-22,3768.9028330983165
2020-10-23,3769.995690694009
2020-10-26,3759.0240641310893
2020-10-27,3761.0813150450977
2020-10-28,3739.1842052384045
2020-10-29,3724.9366000653094
2020-10-30,3669.46796116055
2020-11-02,3701.8512018175416
2020-11-03,3738.3469092026958
2020-11-04,3771.3030308368548
2020-11-05,3867.8033862423063
2020-11-06,3896.366155581073
2020-11-09,3936.836676244781
2020-11-10,3911.4837007873057
2020-11-11,3923.3284821308157
2020-11-12,3929.907149282899
2020-11-13,3948.464423758866
2020-11-16,3998.883204377493
2020-11-17,3996.7777225874815
2020-11-18,4018.394394359536
2020-11-19,3998.168809729942
2020-11-20,4031.0673444684417
2020-11-23,4062.984483556954
2020-11-24,4087.2617620760066
2020-11-25,4066.1275793700397
2020-11-26,4093.611611246864
2020-11-27,4101.649888997104
2020-11-30,4021.0946017466636
2020-12-01,4066.395580943332
2020-12-02,4078.5077548618037
2020-12-03,4112.3288745594
2020-12-04,4145.823880131526
2020-12-07,4151.4615879489465
2020-12-08,4150.507779768855
2020-12-09,4171.637057869837
2020-12-10,4160.929010117362
2020-12-11,4168.988672051584
2020-12-14,4154.529721087422
2020-12-15,4142.203300060085
2020-12-16,4190.365724780154
2020-12-17,4219.089785881309
2020-12-18,4200.349310542194
2020-12-21,4177.013584201839
2020-12-22,4131.156507694724
2020-12-23,4169.1024840771215
2020-12-24,4163.396420958869
2020-12-25,4167.4905822514875
2020-12-28,4162.557294339644
2020-12-29,4213.149283158439
2020-12-30,4287.0702185819255
2020-12-31,4285.923237373248
