Date,EMERGING MARKETS WITH PARTIAL A SHARES
2020-10-13,3013.641535302894
2020-10-14,3011.4274385381323
2020-10-15,2970.7811201862232
2020-10-16,2980.4425501080723
2020-10-19,2989.8562900372444
2020-10-20,3007.1082539627387
2020-10-21,3017.9428605173566
2020-10-22,3015.280166926992
2020-10-23,3016.7761419891244
2020-10-26,3001.908470412258
2020-10-27,3010.6545153601023
2020-10-28,2973.961826888036
2020-10-29,2971.3737688044075
2020-10-30,2926.829086522463
2020-11-02,2957.2380203644566
2020-11-03,2972.594503807208
2020-11-04,3010.6430857141813
2020-11-05,3094.046929346503
2020-11-06,3122.0949488059628
2020-11-09,3165.159645919982
2020-11-10,3130.807142179654
2020-11-11,3129.6068071583236
2020-11-12,3137.988809535513
2020-11-13,3156.620129359445
2020-11-16,3195.2093977887394
2020-11-17,3191.1023500808237
2020-11-18,3208.3441404517757
2020-11-19,3188.2795606872014
2020-11-20,3211.535955778457
2020-11-23,3242.137938998097
2020-11-24,3257.729855632303
2020-11-25,3238.2437359780556
2020-11-26,3268.9343395133674
2020-11-27,3270.7965762725844
2020-11-30,3201.011807048423
2020-12-01,3250.46537908349
2020-12-02,3263.497515470049
2020-12-03,3292.750803668875
2020-12-04,3323.7795941944587
2020-12-07,3331.0688047246745
2020-12-08,3333.4365859734066
2020-12-09,3339.611505949491
2020-12-10,3337.590322641715
2020-12-11,3346.0656651498944
2020-12-14,3324.9960316658717
2020-12-15,3323.8017889373473
2020-12-16,3360.678806346304
2020-12-17,3385.7942768397916
2020-12-18,3373.7334300830703
2020-12-21,3341.2601536958337
2020-12-22,3320.58482710563
2020-12-23,3345.6712317052734
2020-12-24,3333.2649152510276
2020-12-25,3336.7249099481605
2020-12-28,3328.925220918325
2020-12-29,3373.09649944098
2020-12-30,3432.1098486115666
2020-12-31,3435.5877775529084
