Date,ZHONG HUA WITH PARTIAL A SHARES
2020-10-14,4083.632072032621
2020-10-15,4018.60460153861
2020-10-16,4061.8913672768313
2020-10-19,4053.0167246382607
2020-10-20,4086.5053085663817
2020-10-21,4098.299091368127
2020-10-22,4085.8072365819503
2020-10-23,4090.798694770804
2020-10-26,4079.8400703189473
2020-10-27,4111.008401690353
2020-10-28,4090.117217975612
2020-10-29,4129.1626561906605
2020-10-30,4043.9099730996204
2020-11-02,4105.378781862224
2020-11-03,4085.6313128812117
2020-11-04,4156.392533938363
2020-11-05,4262.46144086154
2020-11-06,4292.200959730727
2020-11-09,4297.406979508153
2020-11-10,4200.652915554104
2020-11-11,4155.000110485722
2020-11-12,4199.753022049768
2020-11-13,4232.518520054912
2020-11-16,4243.259683808575
2020-11-17,4219.1300425425125
2020-11-18,4225.1717813197565
2020-11-19,4217.84210423794
2020-11-20,4278.228469308449
2020-11-23,4289.597514296338
2020-11-24,4314.78012689263
2020-11-25,4268.483201745731
2020-11-26,4302.822078486675
2020-11-27,4320.363756199383
2020-11-30,4195.473733956546
2020-12-01,4228.328492452492
2020-12-02,4202.412661774877
2020-12-03,4237.981046964786
2020-12-04,4245.2524929311285
2020-12-07,4208.192637969027
2020-12-08,4212.916625795576
2020-12-09,4203.857345165759
2020-12-10,4204.140267661308
2020-12-11,4211.108547735729
2020-12-14,4169.387831657835
2020-12-15,4162.859205591122
2020-12-16,4220.988108407045
2020-12-17,4265.216452020344
2020-12-18,4247.852120932956
2020-12-21,4242.437585272838
2020-12-22,4199.2567339403695
2020-12-23,4233.197572021933
2020-12-24,4145.444293997123
2020-12-25,4146.567373223094
2020-12-28,4105.1779690223375
2020-12-29,4185.629848083286
2020-12-30,4300.418108269165
2020-12-31,4308.441948344262
