Date,AUSTRALIA IMI MINIMUM VOLATILITY (USD)
2004-04-30,1618.3491105646017
2004-05-03,1604.5997040238924
2004-05-04,1633.3808853254568
2004-05-05,1644.5145692080164
2004-05-06,1635.2752299920676
2004-05-07,1584.1719319343697
2004-05-10,1539.682374086118
2004-05-11,1543.4706384148967
2004-05-12,1561.1725921414622
2004-05-13,1543.0717114716686
2004-05-14,1537.957874017452
2004-05-17,1538.3127178257796
2004-05-18,1540.8584708570977
2004-05-19,1575.1035047543771
2004-05-20,1555.9711188304375
2004-05-21,1585.0595051842174
2004-05-24,1577.0228386724095
2004-05-25,1593.0999660329676
2004-05-26,1606.267901770375
2004-05-27,1643.3205920205676
2004-05-28,1632.2722278547676
2004-05-31,1638.97354830003
2004-06-01,1628.6662291728398
2004-06-02,1611.5535359247558
2004-06-03,1587.568825283462
2004-06-04,1595.197017109636
2004-06-07,1628.928540324491
2004-06-08,1622.7895280360876
2004-06-09,1594.2263285151957
2004-06-10,1608.535050946365
2004-06-11,1602.2262472519412
2004-06-14,1601.417100456561
2004-06-15,1593.2098978227943
2004-06-16,1602.0826437872217
2004-06-17,1603.3197686462015
2004-06-18,1622.9530799813456
2004-06-21,1633.8450066833645
2004-06-22,1620.4967357136293
2004-06-23,1626.8452083230118
2004-06-24,1649.5635851212894
2004-06-25,1639.560389946077
2004-06-28,1638.166131934542
2004-06-29,1616.5876137318503
2004-06-30,1636.5639886077352
2004-07-01,1655.7336402194114
2004-07-02,1677.7186067215653
2004-07-05,1682.1869531423308
2004-07-06,1694.2164037921364
2004-07-07,1720.3013325882416
2004-07-08,1720.499022119207
2004-07-09,1716.5030899589178
2004-07-12,1731.416860721213
2004-07-13,1724.175562203973
2004-07-14,1713.808373464426
2004-07-15,1711.0531257216564
2004-07-16,1734.685483308205
2004-07-19,1738.151844244708
2004-07-20,1724.0772202400326
2004-07-21,1693.955996420092
2004-07-22,1692.7548099826085
2004-07-23,1670.1114372230095
2004-07-26,1669.3584268227291
2004-07-27,1659.5932613538068
2004-07-28,1654.4863328734034
2004-07-29,1652.2537666808844
2004-07-30,1670.73240568959
2004-08-02,1686.2444085276745
2004-08-03,1692.01482690954
2004-08-04,1690.0728961753555
2004-08-05,1685.0332265141396
2004-08-06,1711.6181773325156
2004-08-09,1706.222578390523
2004-08-10,1705.3278824071817
2004-08-11,1700.9282603799745
2004-08-12,1696.7189472354733
2004-08-13,1701.7255936850543
2004-08-16,1704.2717410369778
2004-08-17,1696.9025309503427
2004-08-18,1699.1947674896921
2004-08-19,1731.303409523058
2004-08-20,1736.964380866751
2004-08-23,1734.1068074932043
2004-08-24,1701.0815203072866
2004-08-25,1701.0704152699486
2004-08-26,1695.9928259064036
2004-08-27,1716.151157233325
2004-08-30,1705.3303556808014
2004-08-31,1722.0515097297684
2004-09-01,1729.0729722606534
2004-09-02,1715.0473398472182
2004-09-03,1697.7964547813758
2004-09-06,1701.5718517363741
2004-09-07,1709.3466565080828
2004-09-08,1714.1393731681676
2004-09-09,1697.5990566583114
2004-09-10,1731.7340444846686
2004-09-13,1731.1569688889442
2004-09-14,1758.53447763202
2004-09-15,1736.222687145601
2004-09-16,1743.977497486525
2004-09-17,1737.0846432110077
2004-09-20,1743.399385243773
2004-09-21,1746.4064494653041
2004-09-22,1765.8074423071062
2004-09-23,1787.4557566933197
2004-09-24,1778.2318366616587
2004-09-27,1778.882675019803
2004-09-28,1793.346895060116
2004-09-29,1795.4500387860214
2004-09-30,1823.2055637651856
2004-10-01,1816.3852818919304
2004-10-04,1816.4910355041588
2004-10-05,1832.7315679101396
2004-10-06,1835.5413486877035
2004-10-07,1842.0673152112154
2004-10-08,1860.0374296220812
2004-10-11,1865.9388117572394
2004-10-12,1864.1765864675385
2004-10-13,1853.4009980661062
2004-10-14,1876.3692819551898
2004-10-15,1880.4391895175143
2004-10-18,1861.3147196101763
