Date,GOLDEN DRAGON IMI WITH PARTIAL A SHARES
2020-10-16,4271.237026011778
2020-10-19,4277.205817388429
2020-10-20,4301.681713088735
2020-10-21,4311.731795575022
2020-10-22,4305.761972887106
2020-10-23,4305.27033751375
2020-10-26,4297.521931684327
2020-10-27,4317.94653905012
2020-10-28,4294.6977370317545
2020-10-29,4312.370228633813
2020-10-30,4235.134343896394
2020-11-02,4285.739946392788
2020-11-03,4283.78461332998
2020-11-04,4349.655908125201
2020-11-05,4444.011461277803
2020-11-06,4471.408078192701
2020-11-09,4491.001349423958
2020-11-10,4408.483857887455
2020-11-11,4386.123272513848
2020-11-12,4419.03429857919
2020-11-13,4449.251833196989
2020-11-16,4486.922538473593
2020-11-17,4471.982840599736
2020-11-18,4493.554950654507
2020-11-19,4482.675950535875
2020-11-20,4529.080481063856
2020-11-23,4552.684655955412
2020-11-24,4566.103199724839
2020-11-25,4522.318970331329
2020-11-26,4557.460925153305
2020-11-27,4572.907836983023
2020-11-30,4465.405921041169
2020-12-01,4505.721436795452
2020-12-02,4497.352539663999
2020-12-03,4526.614972864827
2020-12-04,4552.010101072413
2020-12-07,4535.685728444726
2020-12-08,4550.5546360229855
2020-12-09,4544.896261517129
2020-12-10,4531.7248436379705
2020-12-11,4540.159851504824
2020-12-14,4503.467334815575
2020-12-15,4487.610732588703
2020-12-16,4551.856328680702
2020-12-17,4584.457726542482
2020-12-18,4571.764670906059
2020-12-21,4578.917595181885
2020-12-22,4526.06127087597
2020-12-23,4557.360142408657
2020-12-24,4493.975140486687
2020-12-25,4499.457754976259
2020-12-28,4479.833490267712
2020-12-29,4541.314333062093
2020-12-30,4649.059140157088
2020-12-31,4659.904288184142
