Date,AC AP ex JP WITH PARTIAL A SHARES
2020-10-19,3782.6907476139395
2020-10-20,3791.024182779747
2020-10-21,3807.2226640657796
2020-10-22,3798.3873568041827
2020-10-23,3800.548149442635
2020-10-26,3791.4974172803313
2020-10-27,3796.378913752096
2020-10-28,3772.203987762309
2020-10-29,3760.3370136910034
2020-10-30,3703.466083522109
2020-11-02,3740.3081053496126
2020-11-03,3772.165687411193
2020-11-04,3806.588344363913
2020-11-05,3905.182398347195
2020-11-06,3935.7563261341083
2020-11-09,3972.8946532658433
2020-11-10,3946.4591232160506
2020-11-11,3958.249876820419
2020-11-12,3965.545434352386
2020-11-13,3985.8480050264197
2020-11-16,4036.076323184751
2020-11-17,4032.7438200009033
2020-11-18,4054.5807200037207
2020-11-19,4032.4816502677018
2020-11-20,4065.6589440194934
2020-11-23,4098.090729830424
2020-11-24,4122.742560304477
2020-11-25,4100.381512692989
2020-11-26,4128.254930034508
2020-11-27,4133.091679779235
2020-11-30,4044.429038565293
2020-12-01,4091.9308349062903
2020-12-02,4103.463542508824
2020-12-03,4139.345705932058
2020-12-04,4173.964079070906
2020-12-07,4179.1635825774065
2020-12-08,4179.341118070621
2020-12-09,4199.682333054864
2020-12-10,4188.514585508409
2020-12-11,4196.996407506442
2020-12-14,4178.225376141609
2020-12-15,4166.525834705649
2020-12-16,4215.063040065427
2020-12-17,4243.687247399648
2020-12-18,4222.96284390991
2020-12-21,4200.613794666848
2020-12-22,4157.708490389452
2020-12-23,4195.034031216437
2020-12-24,4185.153381564518
2020-12-25,4189.055264955416
2020-12-28,4181.379425731859
2020-12-29,4233.3355982282965
2020-12-30,4312.863366564204
2020-12-31,4311.259239312416
