Date,AC AP WITH PARTIAL A SHARES
2020-10-12,2951.7777381540973
2020-10-13,2955.134286036743
2020-10-14,2952.456017824826
2020-10-15,2918.3279877993264
2020-10-16,2912.8028759231443
2020-10-19,2931.7248618703084
2020-10-20,2927.9673015086314
2020-10-21,2953.311023867099
2020-10-22,2934.805787561935
2020-10-23,2939.434100696493
2020-10-26,2930.742940127037
2020-10-27,2936.1996075806424
2020-10-28,2922.272654357832
2020-10-29,2912.5180058476053
2020-10-30,2865.643030891815
2020-11-02,2900.101283521239
2020-11-03,2918.494284826784
2020-11-04,2949.5162730504812
2020-11-05,3022.481794607273
2020-11-06,3046.6761184442785
2020-11-09,3059.845624358135
2020-11-10,3060.360205972758
2020-11-11,3080.8030282541517
2020-11-12,3088.7811344958595
2020-11-13,3090.6787101279842
2020-11-16,3134.7977050175423
2020-11-17,3140.5172122755675
2020-11-18,3148.0905759407706
2020-11-19,3138.838204988255
2020-11-20,3155.6003701436343
2020-11-23,3165.219449401882
2020-11-24,3199.1691338081555
2020-11-25,3195.212610407032
2020-11-26,3217.55705767983
2020-11-27,3227.6673879670975
2020-11-30,3161.907027521461
2020-12-01,3191.8306265074566
2020-12-02,3199.905780117048
2020-12-03,3227.1253435290387
2020-12-04,3241.068539385398
2020-12-07,3236.8081677263044
2020-12-08,3234.488048436636
2020-12-09,3256.319746860909
2020-12-10,3246.8408095469126
2020-12-11,3258.537198704334
2020-12-14,3251.915416472771
2020-12-15,3244.242555395102
2020-12-16,3274.4712142781273
2020-12-17,3299.8364134419226
2020-12-18,3285.465373511979
2020-12-21,3270.033722425472
2020-12-22,3230.04313167197
2020-12-23,3252.9992146737604
2020-12-24,3252.5454032581715
2020-12-25,3255.7916681861075
2020-12-28,3257.8889668014162
2020-12-29,3308.5523387024327
2020-12-30,3344.5530159520304
2020-12-31,3343.7286899469036
